2011 super output area - lower layer,mnemonic,Date,Gender,All Ages,Age 0,Age 1,Age 2,Age 3,Age 4,Aged 5-9,Aged 10-14,Aged 15-19,Aged 20-24,Aged 25-29,Aged 30-34,Aged 35-39,Aged 40-44,Aged 45-49,Aged 50-54,Aged 55-59,Aged 60-64,Aged 65-69,Aged 70-74,Aged 75-79,Aged 80-84,Age 85,Age 86,Age 87,Age 88,Age 89,Aged 90+
Welwyn Hatfield 011B,E01023925,2019,Male,724,9,14,14,12,6,50,49,28,16,36,31,49,42,40,44,73,59,39,34,30,27,5,2,8,3,2,2
Welwyn Hatfield 011C,E01023926,2019,Male,941,12,16,14,14,10,35,58,40,31,92,82,62,52,64,59,54,58,52,46,22,40,3,4,4,2,5,10
Welwyn Hatfield 011D,E01023927,2019,Male,978,10,10,18,11,13,76,62,37,66,80,97,96,95,66,47,48,37,23,17,23,16,5,3,3,2,6,11
Welwyn Hatfield 012A,E01023920,2019,Male,992,10,10,13,7,8,54,46,36,81,152,95,88,56,58,62,73,46,33,17,22,12,0,2,3,2,0,6
Welwyn Hatfield 012B,E01023921,2019,Male,1337,22,17,13,26,17,88,48,48,266,192,129,145,77,46,57,44,28,28,25,4,8,2,1,2,1,2,1
Welwyn Hatfield 012C,E01023922,2019,Male,1104,20,22,20,13,23,95,49,51,177,121,115,109,50,62,39,36,37,19,20,2,9,3,0,4,4,1,3
Welwyn Hatfield 012D,E01023923,2019,Male,1255,13,12,8,9,17,86,55,71,211,123,141,78,87,49,48,73,61,29,16,29,25,1,2,2,2,1,6
Welwyn Hatfield 013A,E01023932,2019,Male,1177,15,8,19,14,16,65,65,82,252,158,139,76,41,37,50,47,13,32,16,15,6,0,3,1,1,2,4
Welwyn Hatfield 013B,E01023934,2019,Male,1088,6,13,7,8,10,58,58,64,328,119,126,81,39,40,37,37,18,15,12,4,4,1,1,0,0,1,1
Welwyn Hatfield 013C,E01023935,2019,Male,1258,7,9,7,10,13,37,55,100,543,145,51,50,37,30,33,32,32,20,19,15,5,1,1,0,1,0,5
Welwyn Hatfield 013D,E01023936,2019,Male,1327,17,21,21,18,19,100,79,69,196,186,112,95,76,55,49,52,38,29,34,23,21,6,2,0,3,3,3
Welwyn Hatfield 013E,E01023937,2019,Male,1075,6,12,10,8,12,51,23,33,348,198,91,34,43,24,25,43,22,26,17,11,10,7,9,4,3,4,1
Welwyn Hatfield 014A,E01023933,2019,Male,854,10,10,10,14,12,67,35,26,106,95,55,64,74,48,45,26,31,37,32,31,15,0,2,1,0,3,5
Welwyn Hatfield 014B,E01023963,2019,Male,1218,13,16,17,21,13,87,50,60,70,67,101,73,77,53,106,101,84,64,65,28,27,2,2,0,1,0,20
Welwyn Hatfield 014C,E01023964,2019,Male,713,4,7,4,7,8,42,39,30,34,51,34,27,31,45,44,63,54,50,52,36,29,2,2,3,4,1,10
Welwyn Hatfield 015A,E01023908,2019,Male,760,7,11,10,9,8,42,47,52,40,56,28,33,46,52,68,61,34,46,38,40,16,6,1,2,2,2,3
Welwyn Hatfield 015B,E01023909,2019,Male,562,0,4,12,4,10,35,47,34,16,27,23,25,26,41,35,43,48,39,41,16,24,2,0,0,2,0,8
Welwyn Hatfield 015C,E01023910,2019,Male,668,5,6,6,5,5,36,50,37,29,25,16,27,45,40,39,63,57,50,64,34,21,0,2,2,1,0,3
Welwyn Hatfield 015D,E01023911,2019,Male,740,6,8,12,8,12,54,37,38,15,48,35,27,38,52,50,62,41,47,49,29,37,3,6,7,4,1,14
Welwyn Hatfield 016A,E01023947,2019,Male,825,8,7,9,6,4,51,52,64,32,47,46,40,47,66,51,61,54,41,60,30,24,2,3,3,5,3,9
Welwyn Hatfield 016B,E01023948,2019,Male,775,5,6,4,5,2,46,46,37,33,35,32,33,36,55,70,60,56,62,58,30,37,5,8,7,1,3,3
Welwyn Hatfield 016C,E01023949,2019,Male,1001,7,7,6,11,8,47,63,71,55,56,23,34,48,65,82,79,91,48,54,61,58,5,4,4,5,4,5
Three Rivers 001A,E01023802,2019,Male,857,12,17,9,11,15,56,57,41,25,50,61,54,45,74,57,73,45,38,35,41,20,5,7,0,3,0,6
Three Rivers 001B,E01023803,2019,Male,776,2,5,3,9,5,52,53,42,47,36,22,40,44,58,73,45,56,45,57,22,22,3,8,5,4,7,11
Three Rivers 001C,E01023804,2019,Male,722,9,8,11,9,13,72,37,35,38,46,29,45,37,42,64,39,30,52,41,26,23,3,4,1,1,2,5
Three Rivers 001D,E01023807,2019,Male,798,6,10,5,7,7,59,57,48,58,36,30,36,45,51,66,74,49,41,39,39,13,5,7,1,3,1,5
Three Rivers 001E,E01023808,2019,Male,1377,18,15,10,20,10,91,62,62,72,132,105,110,110,97,117,73,59,49,67,51,24,6,2,3,4,1,7
Three Rivers 002A,E01023829,2019,Male,851,13,8,8,8,11,89,79,61,61,49,35,59,59,55,59,45,48,37,27,17,12,1,3,0,0,0,7
Three Rivers 002B,E01023830,2019,Male,719,5,12,10,8,10,46,29,15,30,43,54,68,39,55,58,47,47,41,35,30,12,7,8,3,1,4,2
Three Rivers 002C,E01023832,2019,Male,910,10,9,16,8,17,57,112,56,41,46,59,53,91,92,65,54,44,25,17,27,8,0,0,0,0,0,3
Three Rivers 002D,E01023833,2019,Male,1847,35,34,28,30,31,199,130,92,88,112,125,151,159,162,128,115,73,55,50,29,11,1,1,2,2,0,4
Three Rivers 002E,E01023834,2019,Male,793,6,6,5,5,4,54,58,65,41,39,44,39,59,51,80,59,39,35,47,31,20,1,2,0,0,0,3
Three Rivers 003A,E01023823,2019,Male,767,7,11,15,10,13,77,46,39,43,28,43,35,41,46,57,50,49,37,41,30,17,6,6,4,5,5,6
Three Rivers 003B,E01023824,2019,Male,1043,10,11,13,13,27,73,68,43,53,50,40,59,97,71,75,82,64,39,59,31,35,9,7,5,2,2,5
Three Rivers 003C,E01023831,2019,Male,1090,22,20,9,17,13,86,97,66,45,67,75,80,70,63,87,76,56,34,51,27,11,2,1,3,2,2,8
Three Rivers 003D,E01023854,2019,Male,918,7,6,7,6,5,45,53,41,44,43,34,31,46,69,89,85,80,53,71,47,33,3,1,2,1,1,15
Three Rivers 004A,E01023812,2019,Male,716,5,1,3,6,7,45,54,37,30,41,21,29,38,44,50,54,60,69,47,26,26,3,3,2,1,3,11
Three Rivers 004B,E01023813,2019,Male,722,2,1,2,3,7,38,50,52,50,31,18,16,40,59,61,83,58,45,50,19,18,6,2,2,1,0,8
Three Rivers 004C,E01023814,2019,Male,541,6,1,7,7,6,26,48,31,20,16,18,13,28,48,40,43,25,25,37,17,26,6,2,5,6,3,31
Three Rivers 004D,E01023851,2019,Male,896,11,9,17,12,10,26,42,29,21,75,78,86,80,83,58,70,35,36,33,26,22,5,5,3,6,3,15
Three Rivers 005A,E01023815,2019,Male,739,4,8,10,6,7,52,74,36,27,23,20,48,58,68,50,59,45,38,39,28,19,5,5,5,2,0,3
Three Rivers 005B,E01023816,2019,Male,595,2,3,4,9,6,46,62,34,23,21,25,18,52,49,53,45,36,29,26,27,8,3,3,3,3,3,2
Three Rivers 005C,E01023817,2019,Male,691,5,5,3,7,9,30,54,35,24,45,32,46,59,56,63,61,41,32,32,17,21,2,1,2,2,1,6
Three Rivers 005D,E01023818,2019,Male,726,3,8,4,6,7,53,73,66,28,22,6,26,47,56,63,54,44,38,46,39,21,3,2,3,2,1,5
Three Rivers 006A,E01023819,2019,Male,806,11,13,10,12,13,73,65,44,41,28,39,59,62,70,64,57,33,38,28,14,19,6,3,4,0,0,0
Three Rivers 006B,E01023820,2019,Male,672,7,6,7,10,13,51,47,40,24,49,13,27,54,37,56,56,38,33,28,37,18,1,4,2,4,3,7
Three Rivers 006C,E01023821,2019,Male,613,5,6,15,6,10,46,42,35,20,15,30,33,59,43,50,43,37,43,28,17,16,2,4,2,1,3,2
Three Rivers 006D,E01023822,2019,Male,673,12,8,7,12,7,42,53,62,42,14,14,48,50,49,55,30,40,37,41,24,12,4,1,2,1,1,5
Three Rivers 006E,E01023825,2019,Male,1184,12,18,14,12,15,70,83,89,48,65,62,90,110,75,87,97,62,57,44,25,30,2,2,2,2,1,10
Three Rivers 006F,E01023826,2019,Male,815,8,8,12,13,10,59,69,65,39,31,32,42,53,58,77,60,49,37,41,23,18,2,1,3,2,2,1
Three Rivers 007A,E01023847,2019,Male,911,20,10,15,6,22,75,63,69,39,48,75,63,83,82,64,56,39,19,25,18,10,2,1,3,1,2,1
Three Rivers 007B,E01023848,2019,Male,913,13,11,14,10,13,77,93,79,51,31,52,52,84,65,61,63,44,25,39,13,13,4,1,2,0,0,3
Three Rivers 007C,E01023850,2019,Male,851,8,14,8,6,3,51,33,20,25,63,127,77,69,50,68,55,48,43,25,26,14,4,3,2,1,1,7
Three Rivers 007D,E01023852,2019,Male,707,11,6,19,7,17,40,49,39,29,25,36,42,51,53,67,41,53,31,27,29,30,0,0,2,0,0,3
Three Rivers 007E,E01023853,2019,Male,998,4,4,8,7,8,79,65,69,53,29,22,42,74,74,102,72,58,64,53,50,37,8,5,1,1,5,4
Three Rivers 008A,E01023827,2019,Male,1222,18,12,20,21,18,122,97,68,63,85,84,95,102,82,69,68,67,53,43,17,12,0,0,1,1,1,3
Three Rivers 008B,E01023828,2019,Male,769,15,11,9,9,17,47,82,48,39,45,49,67,62,43,62,41,39,32,35,5,9,0,0,1,0,0,2
Three Rivers 008C,E01023845,2019,Male,913,11,10,12,14,12,75,61,82,44,57,41,39,69,64,60,68,56,44,42,22,22,4,1,2,0,0,1
Three Rivers 008D,E01023846,2019,Male,757,2,9,6,10,7,46,57,47,37,41,37,37,52,57,48,55,46,49,42,28,28,4,2,0,2,2,6
Three Rivers 009A,E01023835,2019,Male,647,4,3,6,8,6,48,50,47,29,41,20,37,46,43,47,51,29,38,25,20,20,7,3,0,4,2,13
Three Rivers 009B,E01023836,2019,Male,659,11,8,10,11,7,51,26,29,23,30,71,56,33,51,53,44,33,27,38,24,11,2,2,0,1,2,5
Three Rivers 009C,E01023837,2019,Male,758,12,12,13,11,9,52,64,34,32,47,48,57,68,51,65,42,48,33,27,21,9,0,0,1,0,0,2
Three Rivers 009D,E01023838,2019,Male,616,12,2,10,11,7,44,44,37,39,24,39,45,46,52,30,60,31,25,17,18,13,1,0,3,3,1,2
Three Rivers 010A,E01023805,2019,Male,832,4,5,6,9,10,80,78,79,65,55,41,74,48,69,58,68,36,20,6,11,4,0,1,0,0,0,5
Three Rivers 010B,E01023809,2019,Male,903,11,13,10,21,20,51,42,37,36,60,40,81,68,48,56,68,44,43,51,38,35,7,7,3,2,3,8
Three Rivers 010C,E01023810,2019,Male,865,10,6,13,8,4,45,39,28,37,46,41,49,52,53,63,61,62,55,69,41,51,7,7,1,5,5,7
Three Rivers 010D,E01023811,2019,Male,782,7,4,7,4,7,50,40,38,38,58,31,39,54,50,50,50,42,52,58,32,47,3,8,1,0,4,8
Three Rivers 011A,E01023839,2019,Male,1081,6,8,5,14,13,59,63,75,54,49,39,61,59,107,88,82,56,71,66,50,30,8,1,3,6,4,4
Three Rivers 011B,E01023840,2019,Male,1152,10,9,9,11,10,53,67,21,54,88,100,133,100,116,92,41,39,39,48,39,24,6,9,6,5,3,20
Three Rivers 011C,E01023841,2019,Male,886,14,12,14,8,13,33,52,55,68,54,54,46,38,48,52,80,72,51,44,30,34,2,0,2,1,3,6
Three Rivers 011D,E01023849,2019,Male,698,4,4,10,9,9,41,38,37,32,34,18,33,44,51,54,68,38,51,44,25,28,5,7,3,6,0,5
Three Rivers 012A,E01023806,2019,Male,1127,16,8,20,11,16,84,78,65,61,98,61,104,90,84,81,70,60,48,26,19,14,3,5,2,2,0,1
Three Rivers 012B,E01023842,2019,Male,798,13,8,10,16,16,71,49,61,36,56,51,72,74,52,55,42,34,23,16,19,12,1,3,2,2,1,3
Three Rivers 012C,E01023843,2019,Male,975,13,22,12,17,10,65,95,58,46,54,68,84,88,51,66,52,55,40,29,23,23,1,0,0,0,0,3
Three Rivers 012D,E01023844,2019,Male,850,25,21,19,13,13,62,67,55,50,60,61,59,65,40,69,53,33,34,29,9,3,3,4,1,0,1,1
North Hertfordshire 001A,E01023660,2019,Male,1254,14,20,19,12,13,72,57,62,42,102,108,90,110,94,74,85,76,68,54,35,22,6,1,5,2,2,9
North Hertfordshire 001B,E01023661,2019,Male,655,7,5,6,15,19,58,45,44,40,42,45,39,35,37,36,41,31,32,29,25,13,1,1,1,5,1,2
North Hertfordshire 001C,E01023662,2019,Male,969,26,16,18,18,18,80,35,50,49,56,94,95,68,63,80,69,48,21,30,11,18,2,1,0,0,0,3
North Hertfordshire 002A,E01023654,2019,Male,782,12,12,14,13,9,30,36,31,30,24,54,57,64,62,64,57,41,43,67,37,13,2,1,2,1,2,4
North Hertfordshire 002B,E01023655,2019,Male,939,10,10,13,17,12,79,61,36,41,35,48,70,77,68,64,55,42,50,48,36,33,11,3,5,4,4,7
North Hertfordshire 002C,E01023656,2019,Male,1132,14,25,11,16,7,58,53,30,48,105,120,108,91,75,69,54,51,44,51,37,32,9,5,4,1,4,10
North Hertfordshire 002D,E01023657,2019,Male,1204,13,17,14,10,12,86,75,62,42,54,56,78,92,96,99,63,56,62,71,61,47,3,8,7,3,2,15
North Hertfordshire 002E,E01023658,2019,Male,807,15,14,16,18,9,62,55,54,40,35,45,49,51,46,63,63,41,34,44,12,19,3,6,5,2,2,4
North Hertfordshire 002F,E01023659,2019,Male,666,13,5,19,9,9,38,34,48,18,27,21,40,40,48,63,48,50,42,33,27,18,4,1,3,3,3,2
North Hertfordshire 003A,E01023635,2019,Male,672,8,7,13,13,7,47,63,38,21,28,28,50,35,45,41,39,32,36,38,35,27,5,4,2,2,3,5
North Hertfordshire 003B,E01023636,2019,Male,878,8,11,9,9,12,75,65,46,42,33,42,68,50,63,69,65,61,41,30,21,26,8,6,4,2,5,7
North Hertfordshire 003C,E01023637,2019,Male,829,11,18,10,11,12,53,28,36,32,54,39,42,59,49,71,62,46,68,37,28,22,5,6,6,7,11,6
North Hertfordshire 003D,E01023638,2019,Male,828,9,6,13,5,5,56,55,33,58,55,48,62,56,63,59,58,45,40,30,20,22,7,6,4,2,0,11
North Hertfordshire 004A,E01023587,2019,Male,580,3,4,2,3,4,34,19,26,42,54,46,49,44,57,40,56,39,30,14,6,6,0,1,0,0,0,1
North Hertfordshire 004B,E01023588,2019,Male,687,10,15,7,10,8,36,38,34,47,31,35,43,45,53,61,62,38,23,40,17,13,1,1,5,1,6,7
North Hertfordshire 004C,E01023589,2019,Male,869,5,6,6,2,5,63,31,42,37,54,51,55,74,62,75,74,69,36,39,27,35,3,7,3,3,0,5
North Hertfordshire 004D,E01023590,2019,Male,887,12,11,14,9,4,58,52,44,51,41,59,84,71,67,65,67,44,37,36,33,8,5,4,5,2,2,2
North Hertfordshire 004E,E01023591,2019,Male,735,1,10,3,6,12,55,47,51,26,34,33,44,43,47,57,74,41,48,27,25,30,5,4,2,1,1,8
North Hertfordshire 004F,E01023592,2019,Male,786,7,5,10,12,4,67,84,62,44,28,50,56,60,54,60,39,35,25,24,20,17,3,3,4,0,6,7
North Hertfordshire 004G,E01023593,2019,Male,740,6,7,7,8,6,50,73,51,33,41,61,31,50,60,45,43,53,17,33,19,27,6,4,2,1,2,4
North Hertfordshire 005A,E01023585,2019,Male,558,1,3,4,8,6,34,46,33,16,26,10,16,38,36,43,44,47,38,46,40,17,0,1,2,1,0,2
North Hertfordshire 005B,E01023586,2019,Male,717,8,8,9,12,9,48,49,35,23,19,27,26,45,45,56,70,45,45,49,44,27,1,2,2,1,8,4
North Hertfordshire 005C,E01023597,2019,Male,584,5,0,5,1,11,28,33,26,17,23,15,32,26,43,46,70,39,51,51,31,15,0,0,3,1,3,9
North Hertfordshire 005D,E01023598,2019,Male,746,6,11,10,14,15,65,47,37,40,21,24,48,56,50,59,51,48,42,46,39,14,0,1,1,0,1,0
North Hertfordshire 005F,E01023600,2019,Male,674,9,9,8,12,7,43,37,36,30,43,53,40,30,41,54,58,37,49,24,21,7,5,2,6,5,0,8
North Hertfordshire 005G,E01023663,2019,Male,1016,3,4,4,10,5,68,57,65,56,71,29,46,54,81,87,93,65,70,59,53,31,1,0,0,1,0,3
North Hertfordshire 005H,E01033024,2019,Male,789,6,8,7,9,8,57,79,75,36,33,25,47,61,87,76,61,45,23,29,3,5,3,3,0,0,0,3
North Hertfordshire 005I,E01033025,2019,Male,702,12,20,10,12,14,54,54,37,13,68,59,61,56,92,49,20,12,15,7,9,10,9,7,0,1,0,1
North Hertfordshire 005J,E01033026,2019,Male,843,11,15,12,14,12,67,86,38,48,61,66,81,72,71,63,50,18,4,25,11,10,3,2,2,0,0,1
North Hertfordshire 005K,E01033027,2019,Male,964,23,8,21,27,15,80,67,36,30,79,109,118,91,85,64,23,56,11,8,3,4,0,2,3,0,0,1
North Hertfordshire 006A,E01023630,2019,Male,1005,13,11,24,16,16,99,63,55,37,77,82,81,82,67,49,55,46,29,26,35,18,3,6,5,0,1,9
North Hertfordshire 006B,E01023631,2019,Male,818,12,9,13,12,13,48,67,51,46,56,68,64,54,55,60,49,42,42,26,7,9,2,2,2,1,4,4
North Hertfordshire 006C,E01023632,2019,Male,835,16,19,18,11,16,58,45,46,26,50,53,74,78,97,56,38,35,20,27,29,8,1,2,3,2,4,3
North Hertfordshire 006D,E01023633,2019,Male,720,10,22,9,12,10,53,43,50,43,47,68,48,66,40,49,57,24,22,17,14,11,1,1,0,0,1,2
North Hertfordshire 006E,E01023634,2019,Male,604,6,8,3,9,5,42,36,18,19,21,43,33,41,44,48,30,35,41,53,26,25,3,2,0,5,2,6
North Hertfordshire 007A,E01023649,2019,Male,664,8,9,14,6,6,37,15,26,18,48,59,44,56,52,60,49,39,43,27,25,15,0,1,1,1,2,3
North Hertfordshire 007B,E01023650,2019,Male,806,11,7,9,10,11,54,69,54,52,37,73,55,42,67,56,69,34,49,13,18,13,0,0,0,0,0,3
North Hertfordshire 007C,E01023651,2019,Male,616,8,2,2,7,4,37,44,44,34,35,36,42,51,47,35,41,32,24,29,20,26,5,3,4,2,1,1
North Hertfordshire 007D,E01023652,2019,Male,659,14,15,8,10,13,60,34,46,34,36,31,35,51,41,40,49,31,30,27,30,11,1,1,1,1,1,8
North Hertfordshire 008A,E01023644,2019,Male,784,8,7,11,6,9,33,43,43,30,37,39,42,36,63,56,64,50,41,54,44,37,7,6,1,3,3,11
North Hertfordshire 008B,E01023645,2019,Male,788,7,5,12,10,7,41,48,67,40,32,49,46,53,51,57,49,34,57,26,49,35,1,3,1,4,1,3
North Hertfordshire 008C,E01023646,2019,Male,712,2,18,12,13,9,92,57,63,45,49,24,44,44,47,52,41,23,17,29,11,11,4,1,2,1,0,1
North Hertfordshire 008D,E01023647,2019,Male,689,4,6,8,6,6,27,44,34,23,26,25,45,56,55,62,43,39,47,38,39,26,2,4,3,5,5,11
North Hertfordshire 008E,E01023648,2019,Male,594,1,3,6,1,6,29,34,50,37,8,9,25,38,39,50,42,32,34,64,28,27,7,3,4,1,7,9
North Hertfordshire 009A,E01023639,2019,Male,641,4,4,6,8,5,33,35,31,30,18,32,40,38,33,55,63,39,36,46,26,39,6,3,2,2,1,6
North Hertfordshire 009B,E01023640,2019,Male,562,11,8,13,10,12,36,21,27,27,24,18,40,35,35,42,49,19,30,33,22,21,8,6,2,3,1,9
North Hertfordshire 009C,E01023641,2019,Male,689,10,8,13,10,17,73,38,24,44,42,45,46,31,47,50,41,39,25,27,23,20,4,0,7,0,3,2
North Hertfordshire 009D,E01023642,2019,Male,601,3,6,2,6,4,44,31,23,18,34,28,31,37,31,35,39,36,52,77,27,22,2,3,1,1,3,5
North Hertfordshire 009E,E01023643,2019,Male,605,2,8,9,3,11,43,48,51,39,47,21,23,33,42,55,48,38,27,21,11,11,3,1,1,2,2,5
North Hertfordshire 010A,E01023601,2019,Male,1293,10,10,12,9,11,51,48,39,100,248,160,130,102,95,86,53,35,31,21,15,20,0,2,3,0,1,1
North Hertfordshire 010B,E01023602,2019,Male,813,16,21,11,12,8,68,54,30,37,43,61,86,82,64,51,47,33,40,16,9,17,2,0,3,1,0,1
North Hertfordshire 010C,E01023603,2019,Male,806,14,9,9,14,9,67,55,34,30,41,55,48,66,69,54,65,49,47,25,16,18,1,2,1,0,2,6
North Hertfordshire 010D,E01023604,2019,Male,653,4,1,6,7,8,45,34,36,38,36,47,37,54,48,57,48,40,38,36,14,11,1,1,1,1,2,2
North Hertfordshire 010E,E01023605,2019,Male,765,10,5,5,4,6,36,45,28,67,116,87,81,62,49,44,36,16,22,13,16,10,1,1,1,1,1,2
North Hertfordshire 011A,E01023617,2019,Male,774,7,14,8,13,15,57,57,28,20,31,37,70,56,60,55,35,39,46,40,27,33,2,5,3,4,3,9
North Hertfordshire 011B,E01023618,2019,Male,809,13,9,15,19,13,65,52,45,43,37,61,57,57,79,40,46,53,34,30,18,11,4,2,1,2,0,3
North Hertfordshire 011C,E01023619,2019,Male,935,8,14,9,9,11,67,51,40,32,81,90,114,77,71,56,44,47,46,32,18,12,2,0,1,2,0,1
North Hertfordshire 011D,E01023620,2019,Male,693,7,11,6,13,8,63,57,45,36,38,30,44,38,38,64,59,35,24,28,22,10,1,2,3,1,2,8
North Hertfordshire 011E,E01023621,2019,Male,684,4,9,7,8,3,59,55,38,26,39,38,39,68,77,42,33,38,23,37,23,14,1,0,1,1,0,1
North Hertfordshire 012A,E01023611,2019,Male,777,9,14,9,7,9,81,70,46,57,38,47,38,46,53,66,53,39,31,18,17,19,1,3,2,1,0,3
North Hertfordshire 012B,E01023612,2019,Male,920,14,16,16,14,12,55,59,37,47,55,63,77,57,64,75,63,66,30,32,29,18,1,5,3,5,2,5
North Hertfordshire 012C,E01023613,2019,Male,808,9,19,12,17,14,70,56,51,31,56,66,60,44,61,45,49,44,37,23,20,14,1,3,3,2,0,1
North Hertfordshire 012D,E01023614,2019,Male,994,7,7,6,10,9,55,77,40,46,51,37,71,73,72,67,70,65,56,81,51,30,4,2,0,3,1,3
North Hertfordshire 012E,E01023615,2019,Male,876,10,1,1,9,10,53,83,52,31,17,24,35,82,72,57,61,40,64,55,46,25,13,6,5,2,7,15
North Hertfordshire 012F,E01023616,2019,Male,1235,8,11,7,7,12,59,65,52,69,118,128,103,82,85,82,61,77,48,55,38,35,4,4,4,6,1,14
North Hertfordshire 013A,E01023606,2019,Male,845,11,12,13,11,20,62,46,38,44,50,59,53,77,76,49,63,38,30,38,21,27,1,1,0,2,1,2
North Hertfordshire 013B,E01023607,2019,Male,718,7,4,9,17,15,54,49,33,18,24,30,48,55,55,58,45,43,40,42,32,25,3,3,2,3,2,2
North Hertfordshire 013C,E01023608,2019,Male,748,3,7,7,14,7,55,43,43,29,21,27,32,53,59,62,52,57,36,37,45,30,6,3,3,4,5,8
North Hertfordshire 013D,E01023609,2019,Male,851,6,10,14,10,7,39,32,45,42,74,61,81,79,66,64,53,36,30,31,31,22,5,2,5,1,1,4
North Hertfordshire 013E,E01023610,2019,Male,677,6,6,4,5,8,56,51,31,24,25,35,69,56,62,56,48,34,38,39,13,1,1,1,2,2,2,2
North Hertfordshire 014A,E01023594,2019,Male,1096,12,9,20,15,17,81,59,62,45,33,36,44,65,67,76,119,66,84,54,68,40,5,2,2,2,0,13
North Hertfordshire 014B,E01023622,2019,Male,569,6,8,6,6,6,33,55,26,35,21,19,37,40,35,49,41,39,26,26,19,22,2,2,1,1,1,7
North Hertfordshire 014C,E01023623,2019,Male,773,4,7,13,15,8,55,42,39,30,31,36,39,38,66,73,57,47,52,57,23,15,3,6,5,2,5,5
North Hertfordshire 014D,E01023624,2019,Male,726,5,13,13,12,6,43,53,35,34,32,37,38,38,51,59,60,59,41,50,22,14,3,2,2,2,0,2
North Hertfordshire 014E,E01023625,2019,Male,530,3,2,5,7,8,31,26,34,34,10,27,31,26,37,44,53,33,29,37,25,19,3,1,0,1,2,2
North Hertfordshire 014F,E01023653,2019,Male,1166,12,9,10,16,13,73,80,81,31,31,39,76,77,90,105,114,67,75,71,46,34,3,2,2,0,3,6
North Hertfordshire 015A,E01023595,2019,Male,781,10,11,15,14,12,55,34,36,33,33,41,48,35,39,61,55,83,42,38,33,32,3,3,0,5,3,7
North Hertfordshire 015B,E01023596,2019,Male,509,8,3,6,6,7,49,26,14,15,24,23,19,32,46,36,29,34,37,31,22,23,2,2,1,3,2,9
North Hertfordshire 015C,E01023626,2019,Male,1030,7,8,9,5,8,77,87,55,40,27,36,41,50,82,78,79,88,79,74,43,35,3,4,4,2,4,5
North Hertfordshire 015D,E01023627,2019,Male,883,12,5,4,10,6,70,29,53,28,41,39,53,62,44,68,66,85,48,63,45,32,4,0,2,2,3,9
North Hertfordshire 015E,E01023628,2019,Male,851,15,9,14,9,17,59,46,42,42,33,55,64,56,62,71,58,54,37,42,32,19,3,3,2,3,1,3
North Hertfordshire 015F,E01023629,2019,Male,910,20,14,15,15,9,44,30,48,56,61,62,53,61,54,77,64,52,55,41,50,15,4,4,0,1,1,4
East Hertfordshire 001A,E01023462,2019,Male,696,4,1,4,4,11,32,36,45,31,28,18,21,43,48,77,73,47,61,59,28,14,1,3,2,3,0,2
East Hertfordshire 001B,E01023464,2019,Male,1652,29,28,28,28,30,149,114,109,73,57,78,104,90,123,128,113,86,82,84,63,26,8,3,3,3,1,12
East Hertfordshire 001C,E01023465,2019,Male,760,2,7,7,7,4,43,46,59,32,33,28,26,42,45,67,77,49,47,66,24,31,3,2,2,1,4,6
East Hertfordshire 001D,E01023466,2019,Male,994,14,22,16,21,12,73,53,67,37,46,54,49,69,82,82,59,47,55,51,39,27,3,5,4,1,1,5
East Hertfordshire 002A,E01023467,2019,Male,1174,4,4,11,11,8,68,64,73,40,45,20,59,61,84,102,109,87,103,91,62,43,4,4,2,3,2,10
East Hertfordshire 002B,E01023494,2019,Male,748,9,18,20,13,5,62,32,47,25,21,39,33,35,52,56,65,52,37,49,39,24,1,1,4,2,2,5
East Hertfordshire 002C,E01023495,2019,Male,690,5,7,2,3,10,42,37,51,28,17,18,25,60,42,50,69,61,45,55,18,22,5,5,3,1,0,9
East Hertfordshire 002D,E01023508,2019,Male,792,12,8,6,9,10,50,41,40,22,42,34,58,41,69,77,69,58,35,58,23,15,2,2,1,2,0,8
East Hertfordshire 002E,E01023509,2019,Male,702,5,5,7,5,11,49,85,38,23,31,25,53,41,52,50,68,51,22,33,22,12,1,2,3,2,2,4
East Hertfordshire 003A,E01023452,2019,Male,644,6,12,4,9,5,38,60,45,38,17,19,39,41,60,85,52,53,18,20,11,2,3,4,0,0,0,3
East Hertfordshire 003B,E01023453,2019,Male,789,3,4,7,13,5,40,68,75,39,51,28,32,59,57,74,66,51,29,27,25,17,3,5,4,1,4,2
East Hertfordshire 003C,E01023454,2019,Male,704,8,7,17,13,14,55,50,31,23,35,51,39,41,57,49,56,57,32,22,23,16,0,2,1,1,0,4
East Hertfordshire 003D,E01023455,2019,Male,637,7,7,12,5,5,41,49,50,15,37,23,36,40,59,56,42,30,35,39,13,16,2,4,1,0,0,13
East Hertfordshire 003E,E01023463,2019,Male,620,3,9,7,8,9,47,45,28,33,12,23,24,41,48,64,51,58,38,30,24,14,0,1,2,0,0,1
East Hertfordshire 003F,E01023493,2019,Male,1289,12,17,15,17,8,91,103,82,47,49,51,53,77,94,138,118,75,75,67,50,30,3,3,4,3,2,5
East Hertfordshire 004A,E01023449,2019,Male,889,9,8,9,14,10,45,64,62,25,53,39,48,56,66,90,65,45,39,49,29,33,7,2,6,2,6,8
East Hertfordshire 004B,E01023450,2019,Male,1267,14,13,13,17,18,88,58,52,83,162,148,103,91,76,57,61,56,43,35,23,24,7,4,4,3,1,13
